order_id,worker_id,service_time
20166,3363,40.8263
20166,1886,51.60802
20166,2353,44.82455
20166,475,41.78569
20166,770,42.50346
20166,3970,44.81372
20166,1751,50.71987
20166,3986,46.72546
20166,1511,42.35709
20166,411,49.21924
20166,3562,51.70154
20166,1072,42.88748
20166,3364,51.81207
20166,1339,41.05083
16964,3363,37.87783
16964,1886,30.02702
16964,2353,38.24487
16964,475,37.54108
16964,770,37.6047
16964,3970,40.11922
16964,1751,31.06684
16964,3986,37.36608
16964,1511,37.70883
16964,411,32.08063
16964,3562,30.21993
16964,1072,37.5663
16964,3364,32.49072
16964,1339,37.67583
10575,3363,29.94967
10575,1886,40.73139
10575,2353,33.94792
10575,475,30.90905
10575,770,31.62682
10575,3970,33.93708
10575,1751,39.84323
10575,3986,35.84883
10575,1511,31.48046
10575,411,38.3426
10575,3562,40.8249
10575,1072,32.01084
10575,3364,40.93543
10575,1339,30.17419
55472,3363,13.85061
55472,1886,24.63233
55472,2353,17.84886
55472,475,14.81
55472,770,15.52777
55472,3970,17.83803
55472,1751,23.74418
55472,3986,19.74978
55472,1511,15.3814
55472,411,22.24355
55472,3562,24.72585
55472,1072,15.91179
55472,3364,24.83638
55472,1339,14.07514
58590,3363,44.62118
58590,1886,55.4029
58590,2353,48.61943
58590,475,45.58057
58590,770,46.29834
58590,3970,48.6086
58590,1751,54.51475
58590,3986,50.52034
58590,1511,46.15197
58590,411,53.01412
58590,3562,55.49642
58590,1072,46.68236
58590,3364,55.60695
58590,1339,44.84571
17099,3363,35.42783
17099,1886,46.20955
17099,2353,39.42608
17099,475,36.38721
17099,770,37.10498
17099,3970,39.41524
17099,1751,45.32139
17099,3986,41.32699
17099,1511,36.95861
17099,411,43.82076
17099,3562,46.30306
17099,1072,37.489
17099,3364,46.41359
17099,1339,35.65235
36317,3363,68.06136
36317,1886,60.21055
36317,2353,68.4284
36317,475,67.72462
36317,770,67.78823
36317,3970,70.30276
36317,1751,61.25038
36317,3986,67.54961
36317,1511,67.89237
36317,411,62.26416
36317,3562,60.40347
36317,1072,67.74984
36317,3364,62.67426
36317,1339,67.85936
39505,3363,43.47651
39505,1886,54.25823
39505,2353,47.47476
39505,475,44.4359
39505,770,45.15366
39505,3970,47.46392
39505,1751,53.37008
39505,3986,49.37567
39505,1511,45.0073
39505,411,51.86944
39505,3562,54.35174
39505,1072,45.53769
39505,3364,54.46227
39505,1339,43.70103
46095,3363,20.34607
46095,1886,31.12779
46095,2353,24.34432
46095,475,21.30545
46095,770,22.02322
46095,3970,24.33348
46095,1751,30.23963
46095,3986,26.24523
46095,1511,21.87685
46095,411,28.739
46095,3562,31.2213
46095,1072,22.40724
46095,3364,31.33183
46095,1339,20.57059
13922,3363,40.42355
13922,1886,32.57274
13922,2353,40.79059
13922,475,40.0868
13922,770,40.15042
13922,3970,42.66494
13922,1751,33.61256
13922,3986,39.91179
13922,1511,40.25455
13922,411,34.62635
13922,3562,32.76565
13922,1072,40.11202
13922,3364,35.03644
13922,1339,40.22155
42816,3363,70.16892
42816,1886,62.31811
42816,2353,70.53596
42816,475,69.83217
42816,770,69.89579
42816,3970,72.41031
42816,1751,63.35793
42816,3986,69.65717
42816,1511,69.99992
42816,411,64.37172
42816,3562,62.51102
42816,1072,69.85739
42816,3364,64.78182
42816,1339,69.96692
46124,3363,18.87927
46124,1886,29.66099
46124,2353,22.87752
46124,475,19.83865
46124,770,20.55642
46124,3970,22.86668
46124,1751,28.77283
46124,3986,24.77843
46124,1511,20.41005
46124,411,27.2722
46124,3562,29.7545
46124,1072,20.94044
46124,3364,29.86503
46124,1339,19.10379
26883,3363,24.20995
26883,1886,34.99167
26883,2353,28.2082
26883,475,25.16934
26883,770,25.8871
26883,3970,28.19737
26883,1751,34.10352
26883,3986,30.10911
26883,1511,25.74074
26883,411,32.60289
26883,3562,35.08519
26883,1072,26.27113
26883,3364,35.19572
26883,1339,24.43448
49342,3363,40.77284
49342,1886,51.55456
49342,2353,44.77109
49342,475,41.73223
49342,770,42.44999
49342,3970,44.76025
49342,1751,50.66641
49342,3986,46.672
49342,1511,42.30363
49342,411,49.16577
49342,3562,51.64807
49342,1072,42.83402
49342,3364,51.7586
49342,1339,40.99736
