order_id,worker_id,estimated_profit
19595,149,45.08235
19595,182,45.00607
19595,191,45.01372
19595,210,44.92754
19595,443,44.40069
19595,475,44.71318
19595,708,45.08631
19595,813,45.1007
19595,835,44.28084
19595,878,45.09142
19595,965,43.94367
19595,1125,45.39649
19595,1216,44.00216
19595,1219,43.20791
19595,1261,45.11626
19595,1348,45.03898
19595,1367,45.0857
19595,1628,44.87809
19595,1892,45.03991
19595,1991,44.27694
6772,149,45.46344
6772,182,45.55116
6772,191,45.53704
6772,210,45.60268
6772,443,44.21789
6772,475,44.49003
6772,708,45.46795
6772,813,45.45711
6772,835,44.27822
6772,878,45.45735
6772,965,44.09174
6772,1125,45.13458
6772,1216,44.02008
6772,1219,43.2687
6772,1261,45.4398
6772,1348,45.5196
6772,1367,44.77171
6772,1628,45.52047
6772,1892,44.83242
6772,1991,44.26756
9705,149,44.76836
9705,182,44.85449
9705,191,44.83405
9705,210,44.80408
9705,443,43.51469
9705,475,43.79239
9705,708,44.77655
9705,813,44.76744
9705,835,43.55334
9705,878,44.76399
9705,965,43.34408
9705,1125,44.4455
9705,1216,43.29053
9705,1219,42.52982
9705,1261,44.74974
9705,1348,44.82922
9705,1367,44.08233
9705,1628,44.71867
9705,1892,44.13613
9705,1991,43.54348
63942,149,45.00482
63942,182,45.09336
63942,191,45.07771
63942,210,45.14172
63942,443,43.75685
63942,475,44.03003
63942,708,45.01077
63942,813,45.00118
63942,835,43.81666
63942,878,44.99928
63942,965,43.63242
63942,1125,44.67991
63942,1216,43.55882
63942,1219,42.80837
63942,1261,44.98349
63942,1348,45.06317
63942,1367,44.31638
63942,1628,45.06649
63942,1892,44.37283
63942,1991,43.80597
57753,149,49.21875
57753,182,49.30729
57753,191,49.29164
57753,210,49.35564
57753,443,47.97078
57753,475,48.24396
57753,708,49.2247
57753,813,49.21511
57753,835,48.03059
57753,878,49.2132
57753,965,47.84635
57753,1125,48.89384
57753,1216,47.77275
57753,1219,47.0223
57753,1261,49.19742
57753,1348,49.2771
57753,1367,48.53031
57753,1628,49.28042
57753,1892,48.58676
57753,1991,48.0199
16348,149,48.87956
16348,182,48.9681
16348,191,48.95245
16348,210,49.01646
16348,443,47.63159
16348,475,47.90477
16348,708,48.88551
16348,813,48.87593
16348,835,47.6914
16348,878,48.87402
16348,965,47.50717
16348,1125,48.55465
