order_id,worker_id,service_time
10492,58,53.81708
10492,110,53.78018
10492,149,58.82003
10492,411,55.13961
10492,475,58.63107
10492,770,58.57133
10492,772,58.90643
10492,813,59.28075
10492,935,59.94435
10492,976,63.87952
10492,1057,67.93008
10492,1072,58.54513
10492,1096,62.22128
10492,1121,58.66782
10492,1279,58.68289
10492,1339,58.62566
10492,1493,62.70341
10492,1511,58.63593
10492,1534,68.58817
10492,1751,54.50203
10492,1886,53.86843
10492,2129,56.93085
10492,2253,58.65348
10492,2318,58.68634
10492,2353,58.94681
10492,2679,53.90314
10492,2971,53.88514
10492,3026,59.99386
10492,3036,64.07117
10492,3114,55.10913
10492,3121,53.88508
10492,3124,65.7691
10492,3363,58.74999
10492,3364,55.3699
10492,3562,53.98524
10492,3970,60.14541
10492,3986,58.39493
10492,4044,76.56051
10492,4244,52.97215
10492,1048,66.94505
20434,58,18.05212
20434,110,17.98483
20434,149,22.83818
20434,411,19.14031
20434,475,22.68337
20434,770,22.60673
20434,772,22.90071
20434,813,23.27237
20434,935,23.9673
20434,976,28.43001
20434,1057,32.47744
20434,1072,22.57386
20434,1096,26.2069
20434,1121,22.7199
20434,1279,22.75464
20434,1339,22.69216
20434,1493,27.19552
20434,1511,22.67365
20434,1534,33.0757
20434,1751,18.5916
20434,1886,18.1943
20434,2129,21.30083
20434,2253,22.71914
20434,2318,22.74179
20434,2353,22.94964
20434,2679,18.1747
20434,2971,18.12896
20434,3026,24.18434
20434,3036,28.37546
20434,3114,19.1107
20434,3121,18.23077
20434,3124,30.34617
20434,3363,22.81906
20434,3364,19.49496
20434,3562,18.29362
20434,3970,24.3203
20434,3986,22.38243
20434,4044,41.13202
20434,4244,17.37189
20434,1048,31.13445
58536,58,21.11409
58536,110,21.0047
58536,149,16.48869
58536,411,19.91613
58536,475,15.29215
58536,770,15.8338
58536,772,17.82485
58536,813,18.18287
58536,935,16.71228
58536,976,31.51822
58536,1057,32.24119
58536,1072,16.06888
58536,1096,21.31498
58536,1121,15.28887
58536,1279,14.78183
58536,1339,14.92495
58536,1493,30.49185
58536,1511,15.74725
58536,1534,36.37215
58536,1751,20.83624
58536,1886,21.38518
58536,2129,24.36746
58536,2253,14.92695
58536,2318,15.18536
58536,2353,17.26503
58536,2679,21.27724
58536,2971,21.18657
58536,3026,17.65077
58536,3036,23.01491
58536,3114,19.93799
58536,3121,21.44446
58536,3124,31.39513
58536,3363,14.79323
58536,3364,21.50181
58536,3562,21.44162
58536,3970,17.41349
58536,3986,18.40918
58536,4044,41.56008
58536,4244,20.45396
58536,1048,23.60068
13922,58,26.27495
13922,110,26.2385
13922,149,31.21021
13922,411,27.57649
13922,475,31.00759
13922,770,30.95406
13922,772,31.31152
13922,813,31.6884
13922,935,32.3321
13922,976,36.27474
13922,1057,40.26564
13922,1072,30.93059
13922,1096,34.64235
13922,1121,31.0444
13922,1279,31.05318
13922,1339,30.99755
13922,1493,35.11985
13922,1511,31.01773
13922,1534,41.00558
13922,1751,26.95663
13922,1886,26.32086
13922,2129,29.37399
13922,2253,31.02564
13922,2318,31.06178
13922,2353,31.34548
13922,2679,26.35942
13922,2971,26.34265
13922,3026,32.33729
13922,3036,36.3999
13922,3114,27.54642
13922,3121,26.33545
13922,3124,38.11671
13922,3363,31.12106
13922,3364,27.82723
13922,3562,26.43881
13922,3970,32.49152
13922,3986,30.80816
13922,4044,48.90484
13922,4244,25.33136
13922,1048,39.28811
26719,58,42.20835
26719,110,42.29867
26719,149,47.426
26719,411,43.04636
26719,475,47.89715
26719,770,47.57822
26719,772,46.6323
26719,813,46.72803
26719,935,48.49086
26719,976,41.46143
26719,1057,53.51685
26719,1072,47.43121
26719,1096,47.62156
26719,1121,47.92691
26719,1279,48.18715
26719,1339,48.07472
26719,1493,37.89433
26719,1511,47.67466
26719,1534,40.42542
26719,1751,42.20574
26719,1886,42.04293
26719,2129,38.97531
26719,2253,48.09013
26719,2318,47.99023
26719,2353,47.05769
26719,2679,42.06787
26719,2971,42.1292
26719,3026,50.20153
26719,3036,54.19427
26719,3114,43.02485
26719,3121,42.01389
26719,3124,49.66255
26719,3363,48.21856
26719,3364,41.46477
26719,3562,41.94111
26719,3970,50.30621
26719,3986,45.74904
26719,4044,59.54766
26719,4244,43.2335
26719,1048,57.13355
58590,58,39.20043
58590,110,39.09119
58590,149,34.54615
58590,411,38.00977
58590,475,33.36626
58590,770,33.90355
58590,772,35.88754
58590,813,36.23914
58590,935,34.71463
58590,976,49.58587
58590,1057,50.2314
58590,1072,34.13836
58590,1096,39.34662
58590,1121,33.35987
58590,1279,32.87603
58590,1339,33.01538
58590,1493,48.57281
58590,1511,33.81406
58590,1534,54.45396
58590,1751,38.9273
58590,1886,39.47035
58590,2129,42.45682
58590,2253,33.01448
58590,2318,33.25735
58590,2353,35.32274
58590,2679,39.36346
58590,2971,39.27311
58590,3026,35.56356
58590,3036,40.92312
58590,3114,38.03155
58590,3121,39.5293
58590,3124,49.41237
58590,3363,32.87809
58590,3364,39.59511
58590,3562,39.52752
58590,3970,35.31611
58590,3986,36.48501
58590,4044,59.55757
58590,4244,38.53306
58590,1048,41.47097
3975,58,37.49146
3975,110,37.38074
3975,149,31.60745
3975,411,35.80605
3975,475,32.82542
3975,770,32.29434
3975,772,32.30189
3975,813,32.64286
3975,935,32.51055
3975,976,48.37489
