order_id,worker_id,delivery_cost
10492,58,2.1001
10492,110,2.09149
10492,149,3.26745
10492,411,2.40869
10492,475,3.22336
10492,770,3.20942
10492,772,3.28761
10492,813,3.37495
10492,935,3.52979
10492,976,4.448
10492,1057,5.39313
10492,1072,3.20331
10492,1096,4.06108
10492,1121,3.23194
10492,1279,3.23545
10492,1339,3.2221
10492,1493,4.17357
10492,1511,3.22449
10492,1534,5.54668
10492,1751,2.25992
10492,1886,2.11208
10492,2129,2.82664
10492,2253,3.22859
10492,2318,3.23626
10492,2353,3.29703
10492,2679,2.12018
10492,2971,2.11598
10492,3026,3.54135
10492,3036,4.49272
10492,3114,2.40157
10492,3121,2.11596
10492,3124,4.8889
10492,3363,3.25111
10492,3364,2.46242
10492,3562,2.13933
10492,3970,3.57671
10492,3986,3.16826
10492,4044,7.4069
10492,4244,1.90295
10492,1048,5.16329
20434,58,1.3966
20434,110,1.3809
20434,149,2.51335
20434,411,1.65052
20434,475,2.47723
20434,770,2.45935
20434,772,2.52794
20434,813,2.61466
20434,935,2.77681
20434,976,3.81811
20434,1057,4.76251
20434,1072,2.45168
20434,1096,3.29939
20434,1121,2.48575
20434,1279,2.49386
20434,1339,2.47928
20434,1493,3.53006
20434,1511,2.47496
20434,1534,4.90211
20434,1751,1.52248
20434,1886,1.42978
20434,2129,2.15464
20434,2253,2.48558
20434,2318,2.49086
20434,2353,2.53936
20434,2679,1.42521
20434,2971,1.41453
20434,3026,2.82746
20434,3036,3.80538
20434,3114,1.64361
20434,3121,1.43829
20434,3124,4.26522
20434,3363,2.50889
20434,3364,1.73327
20434,3562,1.45296
20434,3970,2.85918
20434,3986,2.40701
20434,4044,6.78192
20434,4244,1.23789
20434,1048,4.44915
58536,58,3.82607
58536,110,3.80054
58536,149,2.74681
58536,411,3.54654
58536,475,2.46761
58536,770,2.594
58536,772,3.05858
58536,813,3.14211
58536,935,2.79898
58536,976,6.2537
58536,1057,6.42239
58536,1072,2.64885
58536,1096,3.87294
58536,1121,2.46685
58536,1279,2.34854
58536,1339,2.38193
58536,1493,6.01421
58536,1511,2.5738
58536,1534,7.38628
58536,1751,3.76123
58536,1886,3.88932
58536,2129,4.58519
58536,2253,2.3824
58536,2318,2.4427
58536,2353,2.92795
58536,2679,3.86413
58536,2971,3.84298
58536,3026,3.01796
58536,3036,4.26959
58536,3114,3.55164
58536,3121,3.90315
58536,3124,6.22497
58536,3363,2.3512
58536,3364,3.91653
58536,3562,3.90249
58536,3970,2.96259
58536,3986,3.19492
58536,4044,8.5968
58536,4244,3.67203
58536,1048,4.40627
13922,58,2.28471
13922,110,2.2762
13922,149,3.43627
13922,411,2.5884
13922,475,3.38899
13922,770,3.3765
13922,772,3.45991
13922,813,3.54785
13922,935,3.69805
13922,976,4.618
13922,1057,5.5492
13922,1072,3.37103
13922,1096,4.2371
13922,1121,3.39758
13922,1279,3.39963
13922,1339,3.38665
13922,1493,4.34852
13922,1511,3.39136
13922,1534,5.72186
13922,1751,2.44377
13922,1886,2.29542
13922,2129,3.00782
13922,2253,3.3932
13922,2318,3.40164
13922,2353,3.46783
13922,2679,2.30442
13922,2971,2.30051
13922,3026,3.69926
13922,3036,4.6472
13922,3114,2.58139
13922,3121,2.29883
13922,3124,5.04779
13922,3363,3.41547
13922,3364,2.64691
13922,3562,2.32294
13922,3970,3.73524
13922,3986,3.34246
13922,4044,7.56502
13922,4244,2.06454
13922,1048,5.32111
26719,58,6.17361
26719,110,6.19469
26719,149,7.39107
26719,411,6.36915
26719,475,7.501
26719,770,7.42659
26719,772,7.20587
26719,813,7.22821
26719,935,7.63953
26719,976,5.99933
26719,1057,8.81227
26719,1072,7.39228
26719,1096,7.4367
26719,1121,7.50795
26719,1279,7.56867
26719,1339,7.54243
26719,1493,5.16701
26719,1511,7.44909
26719,1534,5.7576
26719,1751,6.17301
26719,1886,6.13502
26719,2129,5.41924
26719,2253,7.54603
26719,2318,7.52272
26719,2353,7.30513
26719,2679,6.14084
26719,2971,6.15515
26719,3026,8.03869
26719,3036,8.97033
26719,3114,6.36413
26719,3121,6.12824
26719,3124,7.91293
26719,3363,7.576
26719,3364,6.00011
26719,3562,6.11126
26719,3970,8.06312
26719,3986,6.99978
26719,4044,10.21945
26719,4244,6.41282
26719,1048,9.65616
58590,58,5.78677
58590,110,5.76128
58590,149,4.70077
58590,411,5.50895
58590,475,4.42546
58590,770,4.55083
58590,772,5.01376
58590,813,5.0958
58590,935,4.74008
58590,976,8.21004
58590,1057,8.36066
58590,1072,4.60562
58590,1096,5.82088
58590,1121,4.42397
58590,1279,4.31107
58590,1339,4.34359
58590,1493,7.97365
58590,1511,4.52995
58590,1534,9.34592
58590,1751,5.72304
58590,1886,5.84975
58590,2129,6.54659
58590,2253,4.34338
58590,2318,4.40005
58590,2353,4.88197
58590,2679,5.82481
58590,2971,5.80373
58590,3026,4.93816
58590,3036,6.18873
58590,3114,5.51403
58590,3121,5.8635
58590,3124,8.16955
58590,3363,4.31156
58590,3364,5.87886
58590,3562,5.86309
58590,3970,4.88043
58590,3986,5.15317
58590,4044,10.53677
58590,4244,5.63105
58590,1048,6.31656
3975,58,4.52467
3975,110,4.49884
3975,149,3.15174
3975,411,4.13141
3975,475,3.43593
3975,770,3.31201
3975,772,3.31377
3975,813,3.39333
3975,935,3.36246
3975,976,7.06414
3975,1057,7.59281
3975,1072,3.26113
3975,1096,4.15227
3975,1121,3.43448
3975,1279,3.56661
3975,1339,3.53177
3975,1493,6.71618
3975,1511,3.32792
3975,1534,8.06931
3975,1751,4.39261
3975,1886,4.59842
3975,2129,5.21056
3975,2253,3.52671
3975,2318,3.45836
3975,2353,3.17913
3975,2679,4.56194
3975,2971,4.53799
3975,3026,4.33275
