order_id,worker_id,estimated_profit
60495,35,48.67387
60495,563,47.19103
60495,640,47.30201
60495,708,47.94277
60495,914,47.41276
60495,993,45.56163
60495,1157,48.67047
60495,1161,46.59769
60495,1339,48.11444
60495,1493,47.87572
60495,1534,47.74601
60495,1588,47.48318
60495,1628,48.08896
60495,2782,47.39402
60495,63,47.56518
60495,168,48.02284
60495,237,48.05318
60495,248,47.56993
60495,397,45.41166
60495,405,44.39541
60495,425,48.67269
60495,481,48.73332
60495,579,46.0678
60495,650,48.6932
60495,663,47.90083
60495,673,47.10254
60495,766,47.90673
60495,826,41.66585
60495,991,48.6847
60495,1089,46.73247
60495,1096,45.78897
60495,1128,47.20335
60495,1129,45.08816
60495,1269,47.36598
60495,1472,48.16926
60495,1666,48.68112
60495,1829,48.40906
60495,1946,47.10343
60495,1952,47.76
60495,1999,47.2633
60495,2001,47.74093
60495,2091,47.54955
60495,2152,47.04787
60495,2270,47.99816
60495,2503,48.25816
60495,2513,47.8626
60495,2538,48.38391
60495,2806,43.67891
60495,2921,47.1512
60495,3127,46.72539
60495,3159,44.78731
60495,3211,48.69689
60495,3245,44.9748
60495,3346,47.38203
60495,3363,48.5966
60495,3369,44.90696
60495,3567,47.90552
60495,3653,48.16823
60495,3775,48.56526
60495,4204,47.23294
6144,35,46.62788
6144,563,46.34613
6144,640,46.20171
6144,708,46.86082
6144,914,46.80119
6144,993,44.334
6144,1157,46.63177
6144,1161,44.3297
6144,1339,47.02785
6144,1493,46.75476
6144,1534,47.28691
6144,1588,47.04737
6144,1628,47.05127
6144,2782,46.7072
6144,63,46.75955
6144,168,45.83366
6144,237,46.00584
6144,248,46.88902
6144,397,43.8384
6144,405,42.12713
6144,425,46.62962
6144,481,46.54628
6144,579,43.87221
6144,650,46.56022
6144,663,46.77406
6144,673,46.38646
6144,766,47.17231
6144,826,41.22358
6144,991,46.61762
6144,1089,44.65256
6144,1096,43.97835
6144,1128,46.37686
6144,1129,43.60529
6144,1269,46.67582
6144,1472,47.03489
6144,1666,46.6212
6144,1829,46.88485
6144,1946,46.46643
6144,1952,47.32308
6144,1999,45.33817
6144,2001,47.30632
6144,2091,46.6557
6144,2152,44.79736
6144,2270,47.04788
6144,2503,46.99448
6144,2513,46.62678
6144,2538,46.90628
6144,2806,41.9656
6144,2921,46.44044
6144,3127,44.64143
6144,3159,43.299
6144,3211,46.60549
6144,3245,43.53829
6144,3346,46.3508
6144,3363,46.7058
6144,3369,43.45903
6144,3567,46.59478
6144,3653,46.99351
6144,3775,46.73582
6144,4204,46.35826
47950,35,47.79825
47950,563,48.88594
47950,640,49.03011
47950,708,47.5302
47950,914,48.49856
47950,993,47.18507
47950,1157,47.80497
47950,1161,45.90787
47950,1339,47.76256
47950,1493,48.63173
47950,1534,48.15263
47950,1588,48.07778
47950,1628,47.77142
47950,2782,48.62997
47950,63,48.72123
47950,168,47.50497
47950,237,47.81839
47950,248,48.55255
47950,397,46.58587
47950,405,43.75796
47950,425,47.81163
47950,481,47.7917
47950,579,45.83154
47950,650,47.83078
47950,663,47.44139
47950,673,48.65559
47950,766,47.811
47950,826,43.0544
47950,991,47.80447
47950,1089,46.78003
47950,1096,46.52728
47950,1128,48.86293
47950,1129,46.40495
47950,1269,47.34563
47950,1472,47.81206
47950,1666,47.80033
47950,1829,47.88568
47950,1946,48.5157
47950,1952,48.0167
47950,1999,47.57093
47950,2001,48.09585
47950,2091,48.84153
47950,2152,46.16241
47950,2270,47.72171
47950,2503,47.849
47950,2513,47.30465
47950,2538,47.88334
47950,2806,44.66304
47950,2921,48.66304
47950,3127,46.76335
47950,3159,46.10128
47950,3211,47.79277
47950,3245,46.35678
47950,3346,49.14311
47950,3363,47.85137
47950,3369,46.27457
47950,3567,48.61084
47950,3653,47.76204
47950,3775,47.84973
47950,4204,48.94222
25636,35,48.6221
25636,563,47.12516
25636,640,47.22372
25636,708,47.87654
25636,914,47.35773
25636,993,45.4656
25636,1157,48.61951
25636,1161,46.4188
25636,1339,48.05704
25636,1493,47.80761
25636,1534,47.69539
25636,1588,47.43265
25636,1628,48.03221
25636,2782,47.33634
25636,63,47.5047
25636,168,47.85594
25636,237,47.90624
25636,248,47.51385
25636,397,45.29076
25636,405,44.21643
25636,425,48.6222
25636,481,48.61778
25636,579,45.89623
25636,650,48.59117
25636,663,47.83051
25636,673,47.04193
25636,766,47.8527
25636,826,41.61484
25636,991,48.6342
25636,1089,46.57277
25636,1096,45.6505
25636,1128,47.13844
25636,1129,44.97321
25636,1269,47.30605
25636,1472,48.11364
25636,1666,48.63025
25636,1829,48.35712
25636,1946,47.04609
