order_id,worker_id,service_time,delivery_cost,estimated_profit
19595,1125.0,25.71431,4.60351,45.39649
6772,210.0,30.00718,4.39732,45.60268
9705,182.0,36.27355,5.14551,44.85449
63942,191.0,30.04703,4.92229,45.07771
57753,1628.0,14.48306,0.71958,49.28042
16348,1348.0,13.09582,1.06209,48.93791
32257,708.0,32.11338,5.75635,44.24365
38584,149.0,19.52687,3.03237,46.96763
60925,965.0,21.22865,2.0065,47.9935
57718,1216.0,16.52111,2.00465,47.99535
57704,813.0,31.75318,3.94247,46.05753
29232,835.0,70.20604,2.33215,47.66785
51624,1991.0,35.47188,6.02421,43.97579
54618,443.0,44.18107,4.35002,45.64998
60871,878.0,17.13102,1.34059,48.65941
57791,1261.0,34.72975,4.78721,45.21279
9981,1892.0,25.59999,3.52871,46.47129
10005,1367.0,31.5691,6.20753,43.79247
3189,475.0,29.85374,5.07114,44.92886
22611,1219.0,32.20371,2.53193,47.46807
