order_id,worker_id,service_time,delivery_cost,estimated_profit
10492,58,53.81708,2.1001,12.8999
20434,110,17.98483,1.3809,13.6191
58536,149,16.48869,2.74681,12.25319
13922,411,27.57649,2.5884,12.4116
26719,475,47.89715,7.501,7.499
58590,770,33.90355,4.55083,10.44917
3975,772,32.30189,3.31377,11.68623
36381,813,36.65022,5.56505,9.43495
46163,935,20.90061,3.75681,11.24319
58562,976,27.00534,5.58569,9.41431
39217,1057,39.80757,4.33788,10.66212
46124,1072,15.10263,2.14339,12.85661
42551,1096,22.52077,2.29151,12.70849
52331,1121,36.37683,6.84293,8.15707
10635,1279,20.27855,3.07111,11.92889
49342,1339,28.13667,4.72189,10.27811
46117,1493,33.37472,4.60243,10.39757
46095,1511,15.99252,2.16048,12.83952
23361,1534,18.46466,1.38398,13.61602
36317,1751,43.56375,6.49376,8.50624
16964,1886,21.24776,3.22337,11.77663
42727,2129,51.34597,6.85128,8.14872
49252,2253,15.03566,0.89499,14.10501
61601,2318,29.55984,4.17507,10.82493
10575,2353,26.56587,2.71037,12.28963
55434,2679,21.78894,3.16297,11.83703
26654,2971,27.2325,4.21925,10.78075
36241,3026,45.26676,7.52891,7.47109
52394,3036,29.14433,4.5409,10.4591
7347,3114,27.69766,4.1489,10.8511
7416,3121,41.21095,5.91367,9.08633
55428,3124,28.27225,4.55519,10.44481
20166,3363,31.20542,3.53237,11.46763
26883,3364,27.32233,2.89077,12.10923
42816,3562,45.1635,6.36926,8.63074
17099,3970,28.18608,4.12286,10.87714
39505,3986,35.31884,5.16106,9.83894
39528,4044,35.154,6.19593,8.80407
33042,4244,34.26954,4.75678,10.24322
7426,1048,32.97261,5.29416,9.70584
