order_id,worker_id,estimated_profit
60495,35,13.67387
60495,563,12.19103
60495,640,12.30201
60495,708,12.94277
60495,914,12.41276
60495,993,10.56163
60495,1157,13.67047
60495,1161,11.59769
60495,1339,13.11444
60495,1493,12.87572
60495,1534,12.74601
60495,1588,12.48318
60495,1628,13.08896
60495,2782,12.39402
60495,63,12.56518
60495,168,13.02284
60495,237,13.05318
60495,248,12.56993
60495,397,10.41166
60495,405,9.39541
60495,425,13.67269
60495,481,13.73332
60495,579,11.0678
60495,650,13.6932
60495,663,12.90083
60495,673,12.10254
60495,766,12.90673
60495,826,6.66585
60495,991,13.6847
60495,1089,11.73247
60495,1096,10.78897
60495,1128,12.20335
60495,1129,10.08816
60495,1269,12.36598
60495,1472,13.16926
60495,1666,13.68112
60495,1829,13.40906
60495,1946,12.10343
60495,1952,12.76
60495,1999,12.2633
60495,2001,12.74093
60495,2091,12.54955
60495,2152,12.04787
60495,2270,12.99816
60495,2503,13.25816
60495,2513,12.8626
60495,2538,13.38391
60495,2806,8.67891
60495,2921,12.1512
60495,3127,11.72539
60495,3159,9.78731
60495,3211,13.69689
60495,3245,9.9748
60495,3346,12.38203
60495,3363,13.5966
60495,3369,9.90696
60495,3567,12.90552
60495,3653,13.16823
60495,3775,13.56526
60495,4204,12.23294
6144,35,11.62788
6144,563,11.34613
6144,640,11.20171
6144,708,11.86082
6144,914,11.80119
6144,993,9.334
6144,1157,11.63177
6144,1161,9.3297
6144,1339,12.02785
6144,1493,11.75476
6144,1534,12.28691
6144,1588,12.04737
6144,1628,12.05127
6144,2782,11.7072
6144,63,11.75955
6144,168,10.83366
6144,237,11.00584
6144,248,11.88902
6144,397,8.8384
6144,405,7.12713
6144,425,11.62962
6144,481,11.54628
6144,579,8.87221
6144,650,11.56022
6144,663,11.77406
6144,673,11.38646
6144,766,12.17231
6144,826,6.22358
6144,991,11.61762
6144,1089,9.65256
6144,1096,8.97835
6144,1128,11.37686
6144,1129,8.60529
6144,1269,11.67582
6144,1472,12.03489
6144,1666,11.6212
6144,1829,11.88485
6144,1946,11.46643
6144,1952,12.32308
6144,1999,10.33817
6144,2001,12.30632
6144,2091,11.6557
6144,2152,9.79736
6144,2270,12.04788
6144,2503,11.99448
6144,2513,11.62678
6144,2538,11.90628
6144,2806,6.9656
6144,2921,11.44044
6144,3127,9.64143
6144,3159,8.299
6144,3211,11.60549
6144,3245,8.53829
6144,3346,11.3508
6144,3363,11.7058
6144,3369,8.45903
6144,3567,11.59478
6144,3653,11.99351
6144,3775,11.73582
6144,4204,11.35826
47950,35,12.79825
47950,563,13.88594
47950,640,14.03011
47950,708,12.5302
47950,914,13.49856
47950,993,12.18507
47950,1157,12.80497
47950,1161,10.90787
47950,1339,12.76256
47950,1493,13.63173
47950,1534,13.15263
47950,1588,13.07778
47950,1628,12.77142
47950,2782,13.62997
47950,63,13.72123
47950,168,12.50497
47950,237,12.81839
47950,248,13.55255
47950,397,11.58587
47950,405,8.75796
47950,425,12.81163
47950,481,12.7917
47950,579,10.83154
47950,650,12.83078
47950,663,12.44139
